text,label,text_original,text_recovered,n_obf_detected,recovery_log,has_obfuscation,sdd_verified,root_verb,root_lemma,subject,object,negation,has_negation,olr_match,sagp_label,is_human_tgt,graph_edges
merry christmas hun,0,@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,merry christmas hun,0,,0,TRUE,merry,merry,,hun,,FALSE,0,non_offensive,0,"[{""src"": ""hun"", ""dep"": ""compound"", ""tgt"": ""christmas"", ""lemma"": ""christmas""}, {""src"": ""merry"", ""dep"": ""dobj"", ""tgt"": ""hun"", ""lemma"": ""hun""}]"
when you open your starburst candy and get yellows lmao bruh,0,&#8220;@MannyBDlopez: When you open your starburst candy and get 2 yellows http://t.co/F0dDbfEzB6&#8221; lmao bruh,when you open your starburst candy and get yellows lmao bruh,0,,0,TRUE,open,open,you,candy,,FALSE,0,non_offensive,0,"[{""src"": ""open"", ""dep"": ""advmod"", ""tgt"": ""when"", ""lemma"": ""when""}, {""src"": ""open"", ""dep"": ""nsubj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""candy"", ""dep"": ""poss"", ""tgt"": ""your"", ""lemma"": ""your""}, {""src"": ""candy"", ""dep"": ""amod"", ""tgt"": ""starburst"", ""lemma"": ""starburst""}, {""src"": ""open"", ""dep"": ""dobj"", ""tgt"": ""candy"", ""lemma"": ""candy""}, {""src"": ""open"", ""dep"": ""cc"", ""tgt"": ""and"", ""lemma"": ""and""}, {""src"": ""open"", ""dep"": ""conj"", ""tgt"": ""get"", ""lemma"": ""get""}, {""src"": ""get"", ""dep"": ""dobj"", ""tgt"": ""yellows"", ""lemma"": ""yellow""}, {""src"": ""bruh"", ""dep"": ""amod"", ""tgt"": ""lmao"", ""lemma"": ""lmao""}, {""src"": ""get"", ""dep"": ""npadvmod"", ""tgt"": ""bruh"", ""lemma"": ""bruh""}]"
lol it's possible that a hoe can treat you the right way but will she love you the right way no a hoe will be a hoe,1,@_CaliStrong - lol it's possible that a hoe can treat you the right way but will she love you the right way? No. A hoe will be a hoe.,lol it's possible that a hoe can treat you the right way but will she love you the right way no a hoe will be a hoe,0,,0,TRUE,'s,be,it,,no,TRUE,0,non_offensive,0,"[{""src"": ""'s"", ""dep"": ""dep"", ""tgt"": ""lol"", ""lemma"": ""lol""}, {""src"": ""'s"", ""dep"": ""nsubj"", ""tgt"": ""it"", ""lemma"": ""it""}, {""src"": ""'s"", ""dep"": ""acomp"", ""tgt"": ""possible"", ""lemma"": ""possible""}, {""src"": ""treat"", ""dep"": ""mark"", ""tgt"": ""that"", ""lemma"": ""that""}, {""src"": ""hoe"", ""dep"": ""det"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""treat"", ""dep"": ""nsubj"", ""tgt"": ""hoe"", ""lemma"": ""hoe""}, {""src"": ""treat"", ""dep"": ""aux"", ""tgt"": ""can"", ""lemma"": ""can""}, {""src"": ""'s"", ""dep"": ""ccomp"", ""tgt"": ""treat"", ""lemma"": ""treat""}, {""src"": ""treat"", ""dep"": ""dobj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""way"", ""dep"": ""det"", ""tgt"": ""the"", ""lemma"": ""the""}, {""src"": ""way"", ""dep"": ""amod"", ""tgt"": ""right"", ""lemma"": ""right""}, {""src"": ""treat"", ""dep"": ""npadvmod"", ""tgt"": ""way"", ""lemma"": ""way""}, {""src"": ""treat"", ""dep"": ""cc"", ""tgt"": ""but"", ""lemma"": ""but""}, {""src"": ""love"", ""dep"": ""aux"", ""tgt"": ""will"", ""lemma"": ""will""}, {""src"": ""love"", ""dep"": ""nsubj"", ""tgt"": ""she"", ""lemma"": ""she""}]"
quote this with a weezy verse i'm a diamond in the rough like a baby in the trash,0,"&#8220;@TryHardSilva: Quote this with a weezy verse"" I'm a diamond in the rough like a baby in the trash",quote this with a weezy verse i'm a diamond in the rough like a baby in the trash,0,,0,TRUE,'m,be,i,diamond,,FALSE,0,non_offensive,0,"[{""src"": ""'m"", ""dep"": ""intj"", ""tgt"": ""quote"", ""lemma"": ""quote""}, {""src"": ""quote"", ""dep"": ""dobj"", ""tgt"": ""this"", ""lemma"": ""this""}, {""src"": ""quote"", ""dep"": ""prep"", ""tgt"": ""with"", ""lemma"": ""with""}, {""src"": ""verse"", ""dep"": ""det"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""verse"", ""dep"": ""amod"", ""tgt"": ""weezy"", ""lemma"": ""weezy""}, {""src"": ""with"", ""dep"": ""pobj"", ""tgt"": ""verse"", ""lemma"": ""verse""}, {""src"": ""'m"", ""dep"": ""nsubj"", ""tgt"": ""i"", ""lemma"": ""i""}, {""src"": ""diamond"", ""dep"": ""det"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""'m"", ""dep"": ""attr"", ""tgt"": ""diamond"", ""lemma"": ""diamond""}, {""src"": ""diamond"", ""dep"": ""prep"", ""tgt"": ""in"", ""lemma"": ""in""}, {""src"": ""rough"", ""dep"": ""det"", ""tgt"": ""the"", ""lemma"": ""the""}, {""src"": ""in"", ""dep"": ""pobj"", ""tgt"": ""rough"", ""lemma"": ""rough""}, {""src"": ""rough"", ""dep"": ""prep"", ""tgt"": ""like"", ""lemma"": ""like""}, {""src"": ""baby"", ""dep"": ""det"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""like"", ""dep"": ""pobj"", ""tgt"": ""baby"", ""lemma"": ""baby""}]"
moral to the story if you like the yanks i'll pretty much do anything you tell me to do,0,"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do.",moral to the story if you like the yanks i'll pretty much do anything you tell me to do,0,,0,TRUE,like,like,you,yanks,,FALSE,0,non_offensive,0,"[{""src"": ""moral"", ""dep"": ""prep"", ""tgt"": ""to"", ""lemma"": ""to""}, {""src"": ""story"", ""dep"": ""det"", ""tgt"": ""the"", ""lemma"": ""the""}, {""src"": ""to"", ""dep"": ""pobj"", ""tgt"": ""story"", ""lemma"": ""story""}, {""src"": ""like"", ""dep"": ""mark"", ""tgt"": ""if"", ""lemma"": ""if""}, {""src"": ""like"", ""dep"": ""nsubj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""do"", ""dep"": ""advcl"", ""tgt"": ""like"", ""lemma"": ""like""}, {""src"": ""yanks"", ""dep"": ""det"", ""tgt"": ""the"", ""lemma"": ""the""}, {""src"": ""like"", ""dep"": ""dobj"", ""tgt"": ""yanks"", ""lemma"": ""yank""}, {""src"": ""do"", ""dep"": ""nsubj"", ""tgt"": ""i"", ""lemma"": ""i""}, {""src"": ""do"", ""dep"": ""aux"", ""tgt"": ""'ll"", ""lemma"": ""will""}, {""src"": ""much"", ""dep"": ""advmod"", ""tgt"": ""pretty"", ""lemma"": ""pretty""}, {""src"": ""do"", ""dep"": ""advmod"", ""tgt"": ""much"", ""lemma"": ""much""}, {""src"": ""moral"", ""dep"": ""advcl"", ""tgt"": ""do"", ""lemma"": ""do""}, {""src"": ""do"", ""dep"": ""dobj"", ""tgt"": ""anything"", ""lemma"": ""anything""}, {""src"": ""tell"", ""dep"": ""nsubj"", ""tgt"": ""you"", ""lemma"": ""you""}]"
we're bringing the cadaver dogs charlie brown,0,"We're Bringing The Cadaver Dogs, Charlie Brown. #rejectedpeanutsspecials",we're bringing the cadaver dogs charlie brown,0,,0,TRUE,bringing,bring,we,brown,,FALSE,0,non_offensive,0,"[{""src"": ""bringing"", ""dep"": ""nsubj"", ""tgt"": ""we"", ""lemma"": ""we""}, {""src"": ""bringing"", ""dep"": ""aux"", ""tgt"": ""'re"", ""lemma"": ""be""}, {""src"": ""dogs"", ""dep"": ""det"", ""tgt"": ""the"", ""lemma"": ""the""}, {""src"": ""dogs"", ""dep"": ""amod"", ""tgt"": ""cadaver"", ""lemma"": ""cadaver""}, {""src"": ""bringing"", ""dep"": ""dobj"", ""tgt"": ""dogs"", ""lemma"": ""dog""}, {""src"": ""brown"", ""dep"": ""compound"", ""tgt"": ""charlie"", ""lemma"": ""charlie""}, {""src"": ""bringing"", ""dep"": ""dobj"", ""tgt"": ""brown"", ""lemma"": ""brown""}]"
this bitch think look like rihanna,1,RT @BallOut057: @1stBlocJeremiah this bitch think look like Rihanna ? &#128514;&#128514;&#128514;&#128557;&#128557;&#128557; http://t.co/o7Q3CMDPnt,this bitch think look like rihanna,0,,0,TRUE,think,think,bitch,,,FALSE,0,non_offensive,0,"[{""src"": ""bitch"", ""dep"": ""det"", ""tgt"": ""this"", ""lemma"": ""this""}, {""src"": ""think"", ""dep"": ""nsubj"", ""tgt"": ""bitch"", ""lemma"": ""bitch""}, {""src"": ""think"", ""dep"": ""ccomp"", ""tgt"": ""look"", ""lemma"": ""look""}, {""src"": ""look"", ""dep"": ""prep"", ""tgt"": ""like"", ""lemma"": ""like""}, {""src"": ""like"", ""dep"": ""pobj"", ""tgt"": ""rihanna"", ""lemma"": ""rihanna""}]"
nigga i seen yo ass at da welfare center punk bitch ain't worth my time,1,"@MrMooncricket @FuckTheMallcops @JimTalbot1963 @theharris338 nigga I seen yo ass at da welfare center, punk bitch, ain't worth my time",nigga i seen yo ass at da welfare center punk bitch ain't worth my time,0,,0,TRUE,seen,see,i,ass,n't,TRUE,0,non_offensive,0,"[{""src"": ""seen"", ""dep"": ""npadvmod"", ""tgt"": ""nigga"", ""lemma"": ""nigga""}, {""src"": ""seen"", ""dep"": ""nsubj"", ""tgt"": ""i"", ""lemma"": ""i""}, {""src"": ""ass"", ""dep"": ""compound"", ""tgt"": ""yo"", ""lemma"": ""yo""}, {""src"": ""seen"", ""dep"": ""dobj"", ""tgt"": ""ass"", ""lemma"": ""ass""}, {""src"": ""seen"", ""dep"": ""prep"", ""tgt"": ""at"", ""lemma"": ""at""}, {""src"": ""center"", ""dep"": ""compound"", ""tgt"": ""da"", ""lemma"": ""da""}, {""src"": ""center"", ""dep"": ""compound"", ""tgt"": ""welfare"", ""lemma"": ""welfare""}, {""src"": ""bitch"", ""dep"": ""compound"", ""tgt"": ""center"", ""lemma"": ""center""}, {""src"": ""bitch"", ""dep"": ""compound"", ""tgt"": ""punk"", ""lemma"": ""punk""}, {""src"": ""at"", ""dep"": ""pobj"", ""tgt"": ""bitch"", ""lemma"": ""bitch""}, {""src"": ""seen"", ""dep"": ""ccomp"", ""tgt"": ""ai"", ""lemma"": ""be""}, {""src"": ""ai"", ""dep"": ""neg"", ""tgt"": ""n't"", ""lemma"": ""not""}, {""src"": ""ai"", ""dep"": ""acomp"", ""tgt"": ""worth"", ""lemma"": ""worth""}, {""src"": ""time"", ""dep"": ""poss"", ""tgt"": ""my"", ""lemma"": ""my""}, {""src"": ""worth"", ""dep"": ""npadvmod"", ""tgt"": ""time"", ""lemma"": ""time""}]"
come on yankees lets keep this game going we must win!&,0,RT @michael28754837: Come On Yankees Lets Keep This Game Going!!! We Must Win!!!!&#9918;&#65039;&#9918;&#65039;&#9918;&#65039;,come on yankees lets keep this game going we must win!&,1,win!&,1,TRUE,come,come,,,,FALSE,0,non_offensive,0,"[{""src"": ""come"", ""dep"": ""prep"", ""tgt"": ""on"", ""lemma"": ""on""}, {""src"": ""on"", ""dep"": ""pobj"", ""tgt"": ""yankees"", ""lemma"": ""yankee""}, {""src"": ""come"", ""dep"": ""advcl"", ""tgt"": ""lets"", ""lemma"": ""let""}, {""src"": ""lets"", ""dep"": ""xcomp"", ""tgt"": ""keep"", ""lemma"": ""keep""}, {""src"": ""game"", ""dep"": ""det"", ""tgt"": ""this"", ""lemma"": ""this""}, {""src"": ""keep"", ""dep"": ""dobj"", ""tgt"": ""game"", ""lemma"": ""game""}, {""src"": ""keep"", ""dep"": ""xcomp"", ""tgt"": ""going"", ""lemma"": ""go""}, {""src"": ""win"", ""dep"": ""nsubj"", ""tgt"": ""we"", ""lemma"": ""we""}, {""src"": ""win"", ""dep"": ""aux"", ""tgt"": ""must"", ""lemma"": ""must""}, {""src"": ""going"", ""dep"": ""ccomp"", ""tgt"": ""win"", ""lemma"": ""win""}, {""src"": ""come"", ""dep"": ""punct"", ""tgt"": ""!"", ""lemma"": ""!""}, {""src"": ""come"", ""dep"": ""cc"", ""tgt"": ""&"", ""lemma"": ""&""}]"
if your friend is a hoe u a hoe too birds of a feather flock together,1,RT @iDntWearCondoms: If your friend is a hoe u a hoe too. Birds of a feather flock together,if your friend is a hoe u a hoe too birds of a feather flock together,0,,0,TRUE,is,be,friend,birds,,FALSE,0,non_offensive,0,"[{""src"": ""is"", ""dep"": ""mark"", ""tgt"": ""if"", ""lemma"": ""if""}, {""src"": ""friend"", ""dep"": ""poss"", ""tgt"": ""your"", ""lemma"": ""your""}, {""src"": ""is"", ""dep"": ""nsubj"", ""tgt"": ""friend"", ""lemma"": ""friend""}, {""src"": ""u"", ""dep"": ""det"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""u"", ""dep"": ""compound"", ""tgt"": ""hoe"", ""lemma"": ""hoe""}, {""src"": ""is"", ""dep"": ""attr"", ""tgt"": ""u"", ""lemma"": ""u""}, {""src"": ""hoe"", ""dep"": ""det"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""too"", ""dep"": ""npadvmod"", ""tgt"": ""hoe"", ""lemma"": ""hoe""}, {""src"": ""birds"", ""dep"": ""advmod"", ""tgt"": ""too"", ""lemma"": ""too""}, {""src"": ""is"", ""dep"": ""attr"", ""tgt"": ""birds"", ""lemma"": ""bird""}, {""src"": ""birds"", ""dep"": ""prep"", ""tgt"": ""of"", ""lemma"": ""of""}, {""src"": ""flock"", ""dep"": ""det"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""flock"", ""dep"": ""amod"", ""tgt"": ""feather"", ""lemma"": ""feather""}, {""src"": ""of"", ""dep"": ""pobj"", ""tgt"": ""flock"", ""lemma"": ""flock""}, {""src"": ""is"", ""dep"": ""advmod"", ""tgt"": ""together"", ""lemma"": ""together""}]"
if u lost all your bitches,1,RT @iDntWearCondoms: RT if u lost all your bitches,if u lost all your bitches,0,,0,TRUE,lost,lose,u,bitches,,FALSE,0,non_offensive,0,"[{""src"": ""lost"", ""dep"": ""mark"", ""tgt"": ""if"", ""lemma"": ""if""}, {""src"": ""lost"", ""dep"": ""nsubj"", ""tgt"": ""u"", ""lemma"": ""u""}, {""src"": ""bitches"", ""dep"": ""predet"", ""tgt"": ""all"", ""lemma"": ""all""}, {""src"": ""bitches"", ""dep"": ""poss"", ""tgt"": ""your"", ""lemma"": ""your""}, {""src"": ""lost"", ""dep"": ""dobj"", ""tgt"": ""bitches"", ""lemma"": ""bitch""}]"
please stay safe you guys i love you so much i hoe to one day meet you guys happy halloween,0,"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)",please stay safe you guys i love you so much i hoe to one day meet you guys happy halloween,0,,0,TRUE,stay,stay,,,,FALSE,0,non_offensive,0,"[{""src"": ""stay"", ""dep"": ""intj"", ""tgt"": ""please"", ""lemma"": ""please""}, {""src"": ""stay"", ""dep"": ""acomp"", ""tgt"": ""safe"", ""lemma"": ""safe""}, {""src"": ""guys"", ""dep"": ""nmod"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""stay"", ""dep"": ""npadvmod"", ""tgt"": ""guys"", ""lemma"": ""guy""}, {""src"": ""love"", ""dep"": ""nsubj"", ""tgt"": ""i"", ""lemma"": ""i""}, {""src"": ""guys"", ""dep"": ""relcl"", ""tgt"": ""love"", ""lemma"": ""love""}, {""src"": ""love"", ""dep"": ""dobj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""much"", ""dep"": ""advmod"", ""tgt"": ""so"", ""lemma"": ""so""}, {""src"": ""love"", ""dep"": ""advmod"", ""tgt"": ""much"", ""lemma"": ""much""}, {""src"": ""hoe"", ""dep"": ""nsubj"", ""tgt"": ""i"", ""lemma"": ""i""}, {""src"": ""guys"", ""dep"": ""relcl"", ""tgt"": ""hoe"", ""lemma"": ""hoe""}, {""src"": ""stay"", ""dep"": ""prep"", ""tgt"": ""to"", ""lemma"": ""to""}, {""src"": ""day"", ""dep"": ""nummod"", ""tgt"": ""one"", ""lemma"": ""one""}, {""src"": ""meet"", ""dep"": ""compound"", ""tgt"": ""day"", ""lemma"": ""day""}, {""src"": ""stay"", ""dep"": ""dep"", ""tgt"": ""meet"", ""lemma"": ""meet""}]"
teabaggers are extremely dumb,1,@Jwreich142 @SteveWorks4You teabaggers are extremely dumb...,teabaggers are extremely dumb,0,,0,TRUE,are,be,teabaggers,,,FALSE,0,non_offensive,0,"[{""src"": ""are"", ""dep"": ""nsubj"", ""tgt"": ""teabaggers"", ""lemma"": ""teabagger""}, {""src"": ""dumb"", ""dep"": ""advmod"", ""tgt"": ""extremely"", ""lemma"": ""extremely""}, {""src"": ""are"", ""dep"": ""acomp"", ""tgt"": ""dumb"", ""lemma"": ""dumb""}]"
it's scientifically proven that no one can not cry at least once while watching charlie st cloud,0,It's scientifically proven that no one can not cry at least once while watching Charlie St. Cloud.,it's scientifically proven that no one can not cry at least once while watching charlie st cloud,0,,0,TRUE,proven,prove,it,,no,TRUE,0,non_offensive,0,"[{""src"": ""proven"", ""dep"": ""nsubjpass"", ""tgt"": ""it"", ""lemma"": ""it""}, {""src"": ""proven"", ""dep"": ""auxpass"", ""tgt"": ""'s"", ""lemma"": ""be""}, {""src"": ""proven"", ""dep"": ""advmod"", ""tgt"": ""scientifically"", ""lemma"": ""scientifically""}, {""src"": ""cry"", ""dep"": ""mark"", ""tgt"": ""that"", ""lemma"": ""that""}, {""src"": ""one"", ""dep"": ""det"", ""tgt"": ""no"", ""lemma"": ""no""}, {""src"": ""cry"", ""dep"": ""nsubj"", ""tgt"": ""one"", ""lemma"": ""one""}, {""src"": ""cry"", ""dep"": ""aux"", ""tgt"": ""can"", ""lemma"": ""can""}, {""src"": ""cry"", ""dep"": ""neg"", ""tgt"": ""not"", ""lemma"": ""not""}, {""src"": ""proven"", ""dep"": ""ccomp"", ""tgt"": ""cry"", ""lemma"": ""cry""}, {""src"": ""least"", ""dep"": ""advmod"", ""tgt"": ""at"", ""lemma"": ""at""}, {""src"": ""once"", ""dep"": ""advmod"", ""tgt"": ""least"", ""lemma"": ""least""}, {""src"": ""cry"", ""dep"": ""advmod"", ""tgt"": ""once"", ""lemma"": ""once""}, {""src"": ""watching"", ""dep"": ""mark"", ""tgt"": ""while"", ""lemma"": ""while""}, {""src"": ""cry"", ""dep"": ""advcl"", ""tgt"": ""watching"", ""lemma"": ""watch""}, {""src"": ""st"", ""dep"": ""compound"", ""tgt"": ""charlie"", ""lemma"": ""charlie""}]"
both you bitches go to sleep,1,@dpalmyx3 @michelleb_xo both you bitches go to sleep,both you bitches go to sleep,0,,0,TRUE,go,go,bitches,,,FALSE,0,non_offensive,0,"[{""src"": ""bitches"", ""dep"": ""det"", ""tgt"": ""both"", ""lemma"": ""both""}, {""src"": ""bitches"", ""dep"": ""compound"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""go"", ""dep"": ""nsubj"", ""tgt"": ""bitches"", ""lemma"": ""bitch""}, {""src"": ""sleep"", ""dep"": ""aux"", ""tgt"": ""to"", ""lemma"": ""to""}, {""src"": ""go"", ""dep"": ""xcomp"", ""tgt"": ""sleep"", ""lemma"": ""sleep""}]"
freak hoes got several,1,Freak hoes got several,freak hoes got several,0,,0,TRUE,got,get,hoes,several,,FALSE,1,offensive,0,"[{""src"": ""hoes"", ""dep"": ""compound"", ""tgt"": ""freak"", ""lemma"": ""freak""}, {""src"": ""got"", ""dep"": ""nsubj"", ""tgt"": ""hoes"", ""lemma"": ""hoe""}, {""src"": ""got"", ""dep"": ""dobj"", ""tgt"": ""several"", ""lemma"": ""several""}]"
i don't blame crash for not sharing with you you'll probably talk trash about it like you do food trucks,0,I don't blame Crash for not sharing with you @geoffsheen760 you'll probably talk trash about it like you do food trucks #GeoffHatesPuppies,i don't blame crash for not sharing with you you'll probably talk trash about it like you do food trucks,0,,0,TRUE,blame,blame,i,crash,n't,TRUE,0,non_offensive,0,"[{""src"": ""blame"", ""dep"": ""nsubj"", ""tgt"": ""i"", ""lemma"": ""i""}, {""src"": ""blame"", ""dep"": ""aux"", ""tgt"": ""do"", ""lemma"": ""do""}, {""src"": ""blame"", ""dep"": ""neg"", ""tgt"": ""n't"", ""lemma"": ""not""}, {""src"": ""blame"", ""dep"": ""dobj"", ""tgt"": ""crash"", ""lemma"": ""crash""}, {""src"": ""blame"", ""dep"": ""prep"", ""tgt"": ""for"", ""lemma"": ""for""}, {""src"": ""sharing"", ""dep"": ""neg"", ""tgt"": ""not"", ""lemma"": ""not""}, {""src"": ""for"", ""dep"": ""pcomp"", ""tgt"": ""sharing"", ""lemma"": ""share""}, {""src"": ""sharing"", ""dep"": ""prep"", ""tgt"": ""with"", ""lemma"": ""with""}, {""src"": ""with"", ""dep"": ""pobj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""talk"", ""dep"": ""nsubj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""talk"", ""dep"": ""aux"", ""tgt"": ""'ll"", ""lemma"": ""will""}, {""src"": ""talk"", ""dep"": ""advmod"", ""tgt"": ""probably"", ""lemma"": ""probably""}, {""src"": ""blame"", ""dep"": ""conj"", ""tgt"": ""talk"", ""lemma"": ""talk""}, {""src"": ""talk"", ""dep"": ""dobj"", ""tgt"": ""trash"", ""lemma"": ""trash""}, {""src"": ""trash"", ""dep"": ""prep"", ""tgt"": ""about"", ""lemma"": ""about""}]"
iont like yall always talking not even tryna be funny thou rns& bitch i do&,1,RT @xTayGOTTII: &#8220;@__DatTootieGurl: @TaeFrmUTW @xTayGOTTII iont Like yall always talking. Not even tryna be funny thou rns&#8221;&#128514;&#128514;&#128514;&#128514; bitch I do&#8230;,iont like yall always talking not even tryna be funny thou rns& bitch i do&,0,,0,TRUE,be,be,tryna,rns,not,TRUE,0,non_offensive,0,"[{""src"": ""be"", ""dep"": ""nsubj"", ""tgt"": ""iont"", ""lemma"": ""iont""}, {""src"": ""talking"", ""dep"": ""mark"", ""tgt"": ""like"", ""lemma"": ""like""}, {""src"": ""talking"", ""dep"": ""nsubj"", ""tgt"": ""y"", ""lemma"": ""you""}, {""src"": ""y"", ""dep"": ""appos"", ""tgt"": ""all"", ""lemma"": ""all""}, {""src"": ""talking"", ""dep"": ""advmod"", ""tgt"": ""always"", ""lemma"": ""always""}, {""src"": ""be"", ""dep"": ""advcl"", ""tgt"": ""talking"", ""lemma"": ""talk""}, {""src"": ""tryna"", ""dep"": ""neg"", ""tgt"": ""not"", ""lemma"": ""not""}, {""src"": ""not"", ""dep"": ""advmod"", ""tgt"": ""even"", ""lemma"": ""even""}, {""src"": ""be"", ""dep"": ""nsubj"", ""tgt"": ""tryna"", ""lemma"": ""tryna""}, {""src"": ""rns"", ""dep"": ""amod"", ""tgt"": ""funny"", ""lemma"": ""funny""}, {""src"": ""rns"", ""dep"": ""compound"", ""tgt"": ""thou"", ""lemma"": ""thou""}, {""src"": ""be"", ""dep"": ""attr"", ""tgt"": ""rns"", ""lemma"": ""rns""}, {""src"": ""rns"", ""dep"": ""cc"", ""tgt"": ""&"", ""lemma"": ""&""}, {""src"": ""rns"", ""dep"": ""conj"", ""tgt"": ""bitch"", ""lemma"": ""bitch""}, {""src"": ""do"", ""dep"": ""nsubj"", ""tgt"": ""i"", ""lemma"": ""i""}]"
wasp eggs,0,@emilysteers WASP EGGS,wasp eggs,0,,0,TRUE,,,,,,FALSE,0,non_offensive,0,"[{""src"": ""eggs"", ""dep"": ""amod"", ""tgt"": ""wasp"", ""lemma"": ""wasp""}]"
my dad goes son of a bitch and just lights a cigarette in the kitchen oh&,1,My dad goes son of a bitch and just lights a cigarette in the kitchen... Oh&#128514;&#128514;&#128514;&#128514;,my dad goes son of a bitch and just lights a cigarette in the kitchen oh&,0,,0,TRUE,goes,go,dad,son,oh,TRUE,0,non_offensive,0,"[{""src"": ""dad"", ""dep"": ""poss"", ""tgt"": ""my"", ""lemma"": ""my""}, {""src"": ""goes"", ""dep"": ""nsubj"", ""tgt"": ""dad"", ""lemma"": ""dad""}, {""src"": ""goes"", ""dep"": ""dobj"", ""tgt"": ""son"", ""lemma"": ""son""}, {""src"": ""son"", ""dep"": ""prep"", ""tgt"": ""of"", ""lemma"": ""of""}, {""src"": ""bitch"", ""dep"": ""det"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""of"", ""dep"": ""pobj"", ""tgt"": ""bitch"", ""lemma"": ""bitch""}, {""src"": ""goes"", ""dep"": ""cc"", ""tgt"": ""and"", ""lemma"": ""and""}, {""src"": ""lights"", ""dep"": ""advmod"", ""tgt"": ""just"", ""lemma"": ""just""}, {""src"": ""goes"", ""dep"": ""conj"", ""tgt"": ""lights"", ""lemma"": ""light""}, {""src"": ""cigarette"", ""dep"": ""det"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""lights"", ""dep"": ""dobj"", ""tgt"": ""cigarette"", ""lemma"": ""cigarette""}, {""src"": ""lights"", ""dep"": ""prep"", ""tgt"": ""in"", ""lemma"": ""in""}, {""src"": ""kitchen"", ""dep"": ""det"", ""tgt"": ""the"", ""lemma"": ""the""}, {""src"": ""in"", ""dep"": ""pobj"", ""tgt"": ""kitchen"", ""lemma"": ""kitchen""}, {""src"": ""oh"", ""dep"": ""cc"", ""tgt"": ""&"", ""lemma"": ""&""}]"
god bless you whitey i be sleepin in tomorrow,0,"@justinhall3434 
God bless you whitey. I be sleepin in tomorrow",god bless you whitey i be sleepin in tomorrow,0,,0,TRUE,bless,bless,god,you,,FALSE,0,non_offensive,1,"[{""src"": ""bless"", ""dep"": ""nsubj"", ""tgt"": ""god"", ""lemma"": ""god""}, {""src"": ""bless"", ""dep"": ""dobj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""bless"", ""dep"": ""npadvmod"", ""tgt"": ""whitey"", ""lemma"": ""whitey""}, {""src"": ""sleepin"", ""dep"": ""nsubjpass"", ""tgt"": ""i"", ""lemma"": ""i""}, {""src"": ""sleepin"", ""dep"": ""auxpass"", ""tgt"": ""be"", ""lemma"": ""be""}, {""src"": ""bless"", ""dep"": ""ccomp"", ""tgt"": ""sleepin"", ""lemma"": ""sleepin""}, {""src"": ""sleepin"", ""dep"": ""prep"", ""tgt"": ""in"", ""lemma"": ""in""}, {""src"": ""in"", ""dep"": ""pobj"", ""tgt"": ""tomorrow"", ""lemma"": ""tomorrow""}]"
giants vs stinky birds sunday .think ima make some wings,0,"Giants vs. stinky birds Sunday 
...think Ima make some wings &#128522;",giants vs stinky birds sunday .think ima make some wings,0,,0,TRUE,make,make,i,wings,,FALSE,0,non_offensive,0,"[{""src"": ""giants"", ""dep"": ""prep"", ""tgt"": ""vs"", ""lemma"": ""vs""}, {""src"": ""birds"", ""dep"": ""amod"", ""tgt"": ""stinky"", ""lemma"": ""stinky""}, {""src"": ""vs"", ""dep"": ""pobj"", ""tgt"": ""birds"", ""lemma"": ""bird""}, {""src"": ""giants"", ""dep"": ""npadvmod"", ""tgt"": ""sunday"", ""lemma"": ""sunday""}, {""src"": ""giants"", ""dep"": ""punct"", ""tgt"": "".think"", ""lemma"": "".think""}, {""src"": ""make"", ""dep"": ""nsubj"", ""tgt"": ""i"", ""lemma"": ""i""}, {""src"": ""i"", ""dep"": ""appos"", ""tgt"": ""m"", ""lemma"": ""m""}, {""src"": ""i"", ""dep"": ""appos"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""wings"", ""dep"": ""det"", ""tgt"": ""some"", ""lemma"": ""some""}, {""src"": ""make"", ""dep"": ""dobj"", ""tgt"": ""wings"", ""lemma"": ""wing""}]"
