text,label,text_original,text_recovered,n_obf_detected,recovery_log,has_obfuscation,sdd_verified,root_verb,root_lemma,subject,object,negation,has_negation,olr_match,sagp_label,is_human_tgt,graph_edges
like antifa hiding their faces,0,@USER @USER Like Antifa hiding their faces?,like antifa hiding their faces,0,,0,TRUE,hiding,hide,antifa,faces,,FALSE,1,offensive,0,"[{""src"": ""hiding"", ""dep"": ""nsubj"", ""tgt"": ""antifa"", ""lemma"": ""antifa""}, {""src"": ""like"", ""dep"": ""pcomp"", ""tgt"": ""hiding"", ""lemma"": ""hide""}, {""src"": ""faces"", ""dep"": ""poss"", ""tgt"": ""their"", ""lemma"": ""their""}, {""src"": ""hiding"", ""dep"": ""dobj"", ""tgt"": ""faces"", ""lemma"": ""face""}]"
and has nothing to do with math,1,@USER And has NOTHING to do with math!,and has nothing to do with math,0,,0,TRUE,has,have,,nothing,nothing,TRUE,0,non_offensive,0,"[{""src"": ""has"", ""dep"": ""cc"", ""tgt"": ""and"", ""lemma"": ""and""}, {""src"": ""has"", ""dep"": ""dobj"", ""tgt"": ""nothing"", ""lemma"": ""nothing""}, {""src"": ""do"", ""dep"": ""aux"", ""tgt"": ""to"", ""lemma"": ""to""}, {""src"": ""nothing"", ""dep"": ""relcl"", ""tgt"": ""do"", ""lemma"": ""do""}, {""src"": ""do"", ""dep"": ""prep"", ""tgt"": ""with"", ""lemma"": ""with""}, {""src"": ""with"", ""dep"": ""pobj"", ""tgt"": ""math"", ""lemma"": ""math""}]"
ric flairs gonna return dumbass it has been reported that ric flair is gonna return to monday night june hes gonna manag the miz so if you think im not gonna write again yo ass is wrong if you delete it again ima write again if you do delete it ill report you,0,== ric flairs gonna return dumbass!! ==    it has been reported that ric flair is gonna return to monday night june 16 hes gonna manag the miz so if you think im not gonna write again yo ass is wrong if you delete it again ima write again if you do delete it ill report you.,ric flairs gonna return dumbass it has been reported that ric flair is gonna return to monday night june hes gonna manag the miz so if you think im not gonna write again yo ass is wrong if you delete it again ima write again if you do delete it ill report you,0,,0,TRUE,is,be,ass,,not,TRUE,0,non_offensive,0,"[{""src"": ""flairs"", ""dep"": ""compound"", ""tgt"": ""ric"", ""lemma"": ""ric""}, {""src"": ""gon"", ""dep"": ""nsubj"", ""tgt"": ""flairs"", ""lemma"": ""flairs""}, {""src"": ""return"", ""dep"": ""aux"", ""tgt"": ""na"", ""lemma"": ""to""}, {""src"": ""gon"", ""dep"": ""xcomp"", ""tgt"": ""return"", ""lemma"": ""return""}, {""src"": ""return"", ""dep"": ""dobj"", ""tgt"": ""dumbass"", ""lemma"": ""dumbass""}, {""src"": ""reported"", ""dep"": ""nsubjpass"", ""tgt"": ""it"", ""lemma"": ""it""}, {""src"": ""reported"", ""dep"": ""aux"", ""tgt"": ""has"", ""lemma"": ""have""}, {""src"": ""reported"", ""dep"": ""auxpass"", ""tgt"": ""been"", ""lemma"": ""be""}, {""src"": ""gon"", ""dep"": ""ccomp"", ""tgt"": ""reported"", ""lemma"": ""report""}, {""src"": ""gon"", ""dep"": ""mark"", ""tgt"": ""that"", ""lemma"": ""that""}, {""src"": ""flair"", ""dep"": ""compound"", ""tgt"": ""ric"", ""lemma"": ""ric""}, {""src"": ""gon"", ""dep"": ""nsubj"", ""tgt"": ""flair"", ""lemma"": ""flair""}, {""src"": ""gon"", ""dep"": ""aux"", ""tgt"": ""is"", ""lemma"": ""be""}, {""src"": ""reported"", ""dep"": ""ccomp"", ""tgt"": ""gon"", ""lemma"": ""go""}, {""src"": ""return"", ""dep"": ""aux"", ""tgt"": ""na"", ""lemma"": ""to""}]"
liberals its trumps fault,1,@USER LIBERALS; It’s Trumps Fault. 🤔,liberals its trumps fault,0,,0,TRUE,liberals,liberal,,fault,,FALSE,0,non_offensive,0,"[{""src"": ""trumps"", ""dep"": ""poss"", ""tgt"": ""its"", ""lemma"": ""its""}, {""src"": ""liberals"", ""dep"": ""dobj"", ""tgt"": ""trumps"", ""lemma"": ""trump""}, {""src"": ""liberals"", ""dep"": ""dobj"", ""tgt"": ""fault"", ""lemma"": ""fault""}]"
the world wide phenomenon of podcasting and mvp of shittalking,0,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The World Wide Phenomenon of Podcasting and MVP of ShitTalking!,the world wide phenomenon of podcasting and mvp of shittalking,0,,0,TRUE,,,,,,FALSE,0,non_offensive,0,"[{""src"": ""phenomenon"", ""dep"": ""det"", ""tgt"": ""the"", ""lemma"": ""the""}, {""src"": ""wide"", ""dep"": ""npadvmod"", ""tgt"": ""world"", ""lemma"": ""world""}, {""src"": ""phenomenon"", ""dep"": ""amod"", ""tgt"": ""wide"", ""lemma"": ""wide""}, {""src"": ""phenomenon"", ""dep"": ""prep"", ""tgt"": ""of"", ""lemma"": ""of""}, {""src"": ""of"", ""dep"": ""pobj"", ""tgt"": ""podcasting"", ""lemma"": ""podcasting""}, {""src"": ""podcasting"", ""dep"": ""cc"", ""tgt"": ""and"", ""lemma"": ""and""}, {""src"": ""podcasting"", ""dep"": ""conj"", ""tgt"": ""mvp"", ""lemma"": ""mvp""}, {""src"": ""podcasting"", ""dep"": ""prep"", ""tgt"": ""of"", ""lemma"": ""of""}, {""src"": ""of"", ""dep"": ""pobj"", ""tgt"": ""shittalking"", ""lemma"": ""shittalking""}]"
ball is in our court not yours,1,@USER ball is in our court not yours,ball is in our court not yours,0,,0,TRUE,is,be,ball,yours,not,TRUE,0,non_offensive,1,"[{""src"": ""is"", ""dep"": ""nsubj"", ""tgt"": ""ball"", ""lemma"": ""ball""}, {""src"": ""is"", ""dep"": ""prep"", ""tgt"": ""in"", ""lemma"": ""in""}, {""src"": ""court"", ""dep"": ""poss"", ""tgt"": ""our"", ""lemma"": ""our""}, {""src"": ""in"", ""dep"": ""pobj"", ""tgt"": ""court"", ""lemma"": ""court""}, {""src"": ""yours"", ""dep"": ""neg"", ""tgt"": ""not"", ""lemma"": ""not""}, {""src"": ""is"", ""dep"": ""attr"", ""tgt"": ""yours"", ""lemma"": ""your""}]"
liberals live in fantasy land,0,@USER Liberals live in fantasy land. URL,liberals live in fantasy land,0,,0,TRUE,live,live,liberals,,,FALSE,0,non_offensive,0,"[{""src"": ""live"", ""dep"": ""nsubj"", ""tgt"": ""liberals"", ""lemma"": ""liberal""}, {""src"": ""live"", ""dep"": ""prep"", ""tgt"": ""in"", ""lemma"": ""in""}, {""src"": ""land"", ""dep"": ""compound"", ""tgt"": ""fantasy"", ""lemma"": ""fantasy""}, {""src"": ""in"", ""dep"": ""pobj"", ""tgt"": ""land"", ""lemma"": ""land""}]"
sounds like a plan,0,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Sounds like a plan!,sounds like a plan,0,,0,TRUE,sounds,sound,,,,FALSE,0,non_offensive,0,"[{""src"": ""sounds"", ""dep"": ""prep"", ""tgt"": ""like"", ""lemma"": ""like""}, {""src"": ""plan"", ""dep"": ""det"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""like"", ""dep"": ""pobj"", ""tgt"": ""plan"", ""lemma"": ""plan""}]"
i thought about burning those old letters but decided against it,0,"I thought about burning those old letters, but decided against it.",i thought about burning those old letters but decided against it,0,,0,TRUE,thought,think,i,,,FALSE,0,non_offensive,0,"[{""src"": ""thought"", ""dep"": ""nsubj"", ""tgt"": ""i"", ""lemma"": ""i""}, {""src"": ""thought"", ""dep"": ""prep"", ""tgt"": ""about"", ""lemma"": ""about""}, {""src"": ""about"", ""dep"": ""pcomp"", ""tgt"": ""burning"", ""lemma"": ""burn""}, {""src"": ""letters"", ""dep"": ""det"", ""tgt"": ""those"", ""lemma"": ""those""}, {""src"": ""letters"", ""dep"": ""amod"", ""tgt"": ""old"", ""lemma"": ""old""}, {""src"": ""burning"", ""dep"": ""dobj"", ""tgt"": ""letters"", ""lemma"": ""letter""}, {""src"": ""thought"", ""dep"": ""cc"", ""tgt"": ""but"", ""lemma"": ""but""}, {""src"": ""thought"", ""dep"": ""conj"", ""tgt"": ""decided"", ""lemma"": ""decide""}, {""src"": ""decided"", ""dep"": ""prep"", ""tgt"": ""against"", ""lemma"": ""against""}, {""src"": ""against"", ""dep"": ""pobj"", ""tgt"": ""it"", ""lemma"": ""it""}]"
summerslam (2014 poster delete,1,SummerSlam (2014) Poster Delete,summerslam (2014 poster delete,0,,0,TRUE,,,,,,FALSE,0,non_offensive,0,"[{""src"": ""summerslam"", ""dep"": ""punct"", ""tgt"": ""("", ""lemma"": ""(""}, {""src"": ""poster"", ""dep"": ""nummod"", ""tgt"": ""2014"", ""lemma"": ""2014""}, {""src"": ""delete"", ""dep"": ""compound"", ""tgt"": ""poster"", ""lemma"": ""poster""}, {""src"": ""summerslam"", ""dep"": ""appos"", ""tgt"": ""delete"", ""lemma"": ""delete""}]"
:::there was a review of wp:nfcc about this page at wp:nfrc which determined that the files should not be in this article do not re-add them,1,":::There was a review of WP:NFCC about this page, at WP:NFRC which determined that the files should not be in this article. Do not re-add them.",:::there was a review of wp:nfcc about this page at wp:nfrc which determined that the files should not be in this article do not re-add them,0,,0,TRUE,was,be,,nfrc,there,TRUE,0,non_offensive,0,"[{""src"": ""was"", ""dep"": ""punct"", ""tgt"": "":"", ""lemma"": "":""}, {""src"": ""was"", ""dep"": ""punct"", ""tgt"": "":"", ""lemma"": "":""}, {""src"": ""was"", ""dep"": ""punct"", ""tgt"": "":"", ""lemma"": "":""}, {""src"": ""was"", ""dep"": ""expl"", ""tgt"": ""there"", ""lemma"": ""there""}, {""src"": ""review"", ""dep"": ""det"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""was"", ""dep"": ""attr"", ""tgt"": ""review"", ""lemma"": ""review""}, {""src"": ""review"", ""dep"": ""prep"", ""tgt"": ""of"", ""lemma"": ""of""}, {""src"": ""of"", ""dep"": ""pobj"", ""tgt"": ""wp"", ""lemma"": ""wp""}, {""src"": ""review"", ""dep"": ""punct"", ""tgt"": "":"", ""lemma"": "":""}, {""src"": ""review"", ""dep"": ""appos"", ""tgt"": ""nfcc"", ""lemma"": ""nfcc""}, {""src"": ""nfcc"", ""dep"": ""prep"", ""tgt"": ""about"", ""lemma"": ""about""}, {""src"": ""page"", ""dep"": ""det"", ""tgt"": ""this"", ""lemma"": ""this""}, {""src"": ""about"", ""dep"": ""pobj"", ""tgt"": ""page"", ""lemma"": ""page""}, {""src"": ""page"", ""dep"": ""prep"", ""tgt"": ""at"", ""lemma"": ""at""}, {""src"": ""at"", ""dep"": ""pobj"", ""tgt"": ""wp"", ""lemma"": ""wp""}]"
which one lol,1,@USER Which one? Lol,which one lol,0,,0,TRUE,,,,,,FALSE,0,non_offensive,0,"[{""src"": ""lol"", ""dep"": ""det"", ""tgt"": ""which"", ""lemma"": ""which""}, {""src"": ""lol"", ""dep"": ""nummod"", ""tgt"": ""one"", ""lemma"": ""one""}]"
salam my name is muhammad asghar,0,Salam   My name is Muhammad Asghar,salam my name is muhammad asghar,0,,0,TRUE,is,be,name,asghar,,FALSE,0,non_offensive,0,"[{""src"": ""is"", ""dep"": ""intj"", ""tgt"": ""salam"", ""lemma"": ""salam""}, {""src"": ""name"", ""dep"": ""poss"", ""tgt"": ""my"", ""lemma"": ""my""}, {""src"": ""is"", ""dep"": ""nsubj"", ""tgt"": ""name"", ""lemma"": ""name""}, {""src"": ""asghar"", ""dep"": ""compound"", ""tgt"": ""muhammad"", ""lemma"": ""muhammad""}, {""src"": ""is"", ""dep"": ""attr"", ""tgt"": ""asghar"", ""lemma"": ""asghar""}]"
empty your mind and god shall speak to you through you if you are wise increase in abundance but surely i'm a fool who has not seen the most powerful who has ascended or descended how times are rare but his messages are absolute,0,@USER @USER @USER @USER empty your mind and god shall speak. To you? Through you? If you are wise increase in abundance. But surely I'm a fool who has not seen the most powerful who has ascended? Or descended? How times are rare but his messages are absolute.,empty your mind and god shall speak to you through you if you are wise increase in abundance but surely i'm a fool who has not seen the most powerful who has ascended or descended how times are rare but his messages are absolute,0,,0,TRUE,speak,speak,god,,not,TRUE,0,non_offensive,0,"[{""src"": ""mind"", ""dep"": ""poss"", ""tgt"": ""your"", ""lemma"": ""your""}, {""src"": ""empty"", ""dep"": ""dobj"", ""tgt"": ""mind"", ""lemma"": ""mind""}, {""src"": ""empty"", ""dep"": ""cc"", ""tgt"": ""and"", ""lemma"": ""and""}, {""src"": ""speak"", ""dep"": ""nsubj"", ""tgt"": ""god"", ""lemma"": ""god""}, {""src"": ""speak"", ""dep"": ""aux"", ""tgt"": ""shall"", ""lemma"": ""shall""}, {""src"": ""empty"", ""dep"": ""conj"", ""tgt"": ""speak"", ""lemma"": ""speak""}, {""src"": ""speak"", ""dep"": ""prep"", ""tgt"": ""to"", ""lemma"": ""to""}, {""src"": ""to"", ""dep"": ""pobj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""speak"", ""dep"": ""prep"", ""tgt"": ""through"", ""lemma"": ""through""}, {""src"": ""through"", ""dep"": ""pobj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""are"", ""dep"": ""mark"", ""tgt"": ""if"", ""lemma"": ""if""}, {""src"": ""are"", ""dep"": ""nsubj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""speak"", ""dep"": ""advcl"", ""tgt"": ""are"", ""lemma"": ""be""}, {""src"": ""increase"", ""dep"": ""amod"", ""tgt"": ""wise"", ""lemma"": ""wise""}, {""src"": ""are"", ""dep"": ""attr"", ""tgt"": ""increase"", ""lemma"": ""increase""}]"
there r million that can sign to the affect that they didn't vote for an asshole,0,@USER @USER There r 65 million that can sign to the affect that they didn't vote for an asshole.,there r million that can sign to the affect that they didn't vote for an asshole,0,,0,TRUE,sign,sign,that,,there,TRUE,0,non_offensive,0,"[{""src"": ""million"", ""dep"": ""quantmod"", ""tgt"": ""there"", ""lemma"": ""there""}, {""src"": ""million"", ""dep"": ""compound"", ""tgt"": ""r"", ""lemma"": ""r""}, {""src"": ""sign"", ""dep"": ""nsubj"", ""tgt"": ""that"", ""lemma"": ""that""}, {""src"": ""sign"", ""dep"": ""aux"", ""tgt"": ""can"", ""lemma"": ""can""}, {""src"": ""million"", ""dep"": ""relcl"", ""tgt"": ""sign"", ""lemma"": ""sign""}, {""src"": ""sign"", ""dep"": ""prep"", ""tgt"": ""to"", ""lemma"": ""to""}, {""src"": ""affect"", ""dep"": ""det"", ""tgt"": ""the"", ""lemma"": ""the""}, {""src"": ""to"", ""dep"": ""pobj"", ""tgt"": ""affect"", ""lemma"": ""affect""}, {""src"": ""vote"", ""dep"": ""mark"", ""tgt"": ""that"", ""lemma"": ""that""}, {""src"": ""vote"", ""dep"": ""nsubj"", ""tgt"": ""they"", ""lemma"": ""they""}, {""src"": ""vote"", ""dep"": ""aux"", ""tgt"": ""did"", ""lemma"": ""do""}, {""src"": ""vote"", ""dep"": ""neg"", ""tgt"": ""n't"", ""lemma"": ""not""}, {""src"": ""sign"", ""dep"": ""ccomp"", ""tgt"": ""vote"", ""lemma"": ""vote""}, {""src"": ""vote"", ""dep"": ""prep"", ""tgt"": ""for"", ""lemma"": ""for""}, {""src"": ""asshole"", ""dep"": ""det"", ""tgt"": ""an"", ""lemma"": ""an""}]"
oh she looks amazing thank u,0,@USER @USER @USER oh!!! she looks amazing thank u!! 💖,oh she looks amazing thank u,0,,0,TRUE,looks,look,she,u,oh,TRUE,0,non_offensive,0,"[{""src"": ""looks"", ""dep"": ""intj"", ""tgt"": ""oh"", ""lemma"": ""oh""}, {""src"": ""looks"", ""dep"": ""nsubj"", ""tgt"": ""she"", ""lemma"": ""she""}, {""src"": ""looks"", ""dep"": ""acomp"", ""tgt"": ""amazing"", ""lemma"": ""amazing""}, {""src"": ""looks"", ""dep"": ""xcomp"", ""tgt"": ""thank"", ""lemma"": ""thank""}, {""src"": ""looks"", ""dep"": ""attr"", ""tgt"": ""u"", ""lemma"": ""u""}]"
best female tennis player ever arguably great player she is starting to age and become less unbeatable,0,@USER @USER Best female  tennis player ever? Arguably. Great player. She is starting to age and become less unbeatable.,best female tennis player ever arguably great player she is starting to age and become less unbeatable,0,,0,TRUE,starting,start,she,,,FALSE,0,non_offensive,0,"[{""src"": ""player"", ""dep"": ""amod"", ""tgt"": ""best"", ""lemma"": ""good""}, {""src"": ""player"", ""dep"": ""amod"", ""tgt"": ""female"", ""lemma"": ""female""}, {""src"": ""player"", ""dep"": ""compound"", ""tgt"": ""tennis"", ""lemma"": ""tennis""}, {""src"": ""great"", ""dep"": ""advmod"", ""tgt"": ""ever"", ""lemma"": ""ever""}, {""src"": ""great"", ""dep"": ""advmod"", ""tgt"": ""arguably"", ""lemma"": ""arguably""}, {""src"": ""player"", ""dep"": ""amod"", ""tgt"": ""great"", ""lemma"": ""great""}, {""src"": ""starting"", ""dep"": ""npadvmod"", ""tgt"": ""player"", ""lemma"": ""player""}, {""src"": ""starting"", ""dep"": ""nsubj"", ""tgt"": ""she"", ""lemma"": ""she""}, {""src"": ""starting"", ""dep"": ""aux"", ""tgt"": ""is"", ""lemma"": ""be""}, {""src"": ""age"", ""dep"": ""aux"", ""tgt"": ""to"", ""lemma"": ""to""}, {""src"": ""starting"", ""dep"": ""xcomp"", ""tgt"": ""age"", ""lemma"": ""age""}, {""src"": ""starting"", ""dep"": ""cc"", ""tgt"": ""and"", ""lemma"": ""and""}, {""src"": ""starting"", ""dep"": ""conj"", ""tgt"": ""become"", ""lemma"": ""become""}, {""src"": ""unbeatable"", ""dep"": ""advmod"", ""tgt"": ""less"", ""lemma"": ""less""}, {""src"": ""become"", ""dep"": ""acomp"", ""tgt"": ""unbeatable"", ""lemma"": ""unbeatable""}]"
:all scotus cases are notable so the answer must be 'yes of course an appropriate summary of the case would be left here for the reader who does not wish to click the and read the whole case article,1,":All SCOTUS cases are notable, so the answer must be 'yes'. Of course an appropriate summary of the case would be left here for the reader who does not wish to click the link and read the whole case article.",:all scotus cases are notable so the answer must be 'yes of course an appropriate summary of the case would be left here for the reader who does not wish to click the and read the whole case article,0,,0,TRUE,are,be,cases,,yes,TRUE,0,non_offensive,0,"[{""src"": ""are"", ""dep"": ""punct"", ""tgt"": "":"", ""lemma"": "":""}, {""src"": ""cases"", ""dep"": ""det"", ""tgt"": ""all"", ""lemma"": ""all""}, {""src"": ""cases"", ""dep"": ""compound"", ""tgt"": ""scotus"", ""lemma"": ""scotus""}, {""src"": ""are"", ""dep"": ""nsubj"", ""tgt"": ""cases"", ""lemma"": ""case""}, {""src"": ""are"", ""dep"": ""acomp"", ""tgt"": ""notable"", ""lemma"": ""notable""}, {""src"": ""be"", ""dep"": ""mark"", ""tgt"": ""so"", ""lemma"": ""so""}, {""src"": ""answer"", ""dep"": ""det"", ""tgt"": ""the"", ""lemma"": ""the""}, {""src"": ""be"", ""dep"": ""nsubj"", ""tgt"": ""answer"", ""lemma"": ""answer""}, {""src"": ""be"", ""dep"": ""aux"", ""tgt"": ""must"", ""lemma"": ""must""}, {""src"": ""are"", ""dep"": ""advcl"", ""tgt"": ""be"", ""lemma"": ""be""}, {""src"": ""be"", ""dep"": ""punct"", ""tgt"": ""'"", ""lemma"": ""'""}, {""src"": ""be"", ""dep"": ""intj"", ""tgt"": ""yes"", ""lemma"": ""yes""}, {""src"": ""be"", ""dep"": ""prep"", ""tgt"": ""of"", ""lemma"": ""of""}, {""src"": ""of"", ""dep"": ""pobj"", ""tgt"": ""course"", ""lemma"": ""course""}, {""src"": ""summary"", ""dep"": ""det"", ""tgt"": ""an"", ""lemma"": ""an""}]"
and i have a bridge to sell you,0,@USER And I have a bridge to sell you.... 😂😂😂😂😂,and i have a bridge to sell you,0,,0,TRUE,have,have,i,bridge,,FALSE,0,non_offensive,0,"[{""src"": ""have"", ""dep"": ""cc"", ""tgt"": ""and"", ""lemma"": ""and""}, {""src"": ""have"", ""dep"": ""nsubj"", ""tgt"": ""i"", ""lemma"": ""i""}, {""src"": ""bridge"", ""dep"": ""det"", ""tgt"": ""a"", ""lemma"": ""a""}, {""src"": ""have"", ""dep"": ""dobj"", ""tgt"": ""bridge"", ""lemma"": ""bridge""}, {""src"": ""sell"", ""dep"": ""aux"", ""tgt"": ""to"", ""lemma"": ""to""}, {""src"": ""bridge"", ""dep"": ""relcl"", ""tgt"": ""sell"", ""lemma"": ""sell""}, {""src"": ""sell"", ""dep"": ""dobj"", ""tgt"": ""you"", ""lemma"": ""you""}]"
hey why dont you look at what keith elison of minnesota get off your bully pulpit and do a investigation into his past abuse or do you just cheery pick,0,@USER Hey why don’t you look at what Keith Elison of Minnesota get off your bully pulpit and do a investigation into his past abuse or do you just CHEERY PICK ……!!!,hey why dont you look at what keith elison of minnesota get off your bully pulpit and do a investigation into his past abuse or do you just cheery pick,0,,0,TRUE,look,look,you,,nt,TRUE,0,non_offensive,0,"[{""src"": ""look"", ""dep"": ""intj"", ""tgt"": ""hey"", ""lemma"": ""hey""}, {""src"": ""look"", ""dep"": ""advmod"", ""tgt"": ""why"", ""lemma"": ""why""}, {""src"": ""look"", ""dep"": ""aux"", ""tgt"": ""do"", ""lemma"": ""do""}, {""src"": ""look"", ""dep"": ""neg"", ""tgt"": ""nt"", ""lemma"": ""not""}, {""src"": ""look"", ""dep"": ""nsubj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""look"", ""dep"": ""prep"", ""tgt"": ""at"", ""lemma"": ""at""}, {""src"": ""get"", ""dep"": ""dobj"", ""tgt"": ""what"", ""lemma"": ""what""}, {""src"": ""elison"", ""dep"": ""compound"", ""tgt"": ""keith"", ""lemma"": ""keith""}, {""src"": ""get"", ""dep"": ""nsubj"", ""tgt"": ""elison"", ""lemma"": ""elison""}, {""src"": ""elison"", ""dep"": ""prep"", ""tgt"": ""of"", ""lemma"": ""of""}, {""src"": ""of"", ""dep"": ""pobj"", ""tgt"": ""minnesota"", ""lemma"": ""minnesota""}, {""src"": ""at"", ""dep"": ""pcomp"", ""tgt"": ""get"", ""lemma"": ""get""}, {""src"": ""get"", ""dep"": ""prt"", ""tgt"": ""off"", ""lemma"": ""off""}, {""src"": ""pulpit"", ""dep"": ""poss"", ""tgt"": ""your"", ""lemma"": ""your""}, {""src"": ""pulpit"", ""dep"": ""compound"", ""tgt"": ""bully"", ""lemma"": ""bully""}]"
yep here she is defying us to take another picture,0,@USER @USER Yep. Here she is defying us to take another picture. URL,yep here she is defying us to take another picture,0,,0,TRUE,defying,defy,she,us,,FALSE,0,non_offensive,1,"[{""src"": ""defying"", ""dep"": ""intj"", ""tgt"": ""yep"", ""lemma"": ""yep""}, {""src"": ""defying"", ""dep"": ""advmod"", ""tgt"": ""here"", ""lemma"": ""here""}, {""src"": ""defying"", ""dep"": ""nsubj"", ""tgt"": ""she"", ""lemma"": ""she""}, {""src"": ""defying"", ""dep"": ""aux"", ""tgt"": ""is"", ""lemma"": ""be""}, {""src"": ""defying"", ""dep"": ""dobj"", ""tgt"": ""us"", ""lemma"": ""we""}, {""src"": ""take"", ""dep"": ""aux"", ""tgt"": ""to"", ""lemma"": ""to""}, {""src"": ""defying"", ""dep"": ""xcomp"", ""tgt"": ""take"", ""lemma"": ""take""}, {""src"": ""picture"", ""dep"": ""det"", ""tgt"": ""another"", ""lemma"": ""another""}, {""src"": ""take"", ""dep"": ""dobj"", ""tgt"": ""picture"", ""lemma"": ""picture""}]"
you are hilarious you keep defending that woman i have watched her for over years and she is a liar and a hypocrite and an obstructionist i like my crumbs she needs people like you to support her though,0,"@USER @USER @USER You are hilarious!  You keep defending that woman.  I have watched her for over 20 years and she is a liar and a hypocrite and an obstructionist.  I like my crumbs"".  She needs people like you to support her though.""",you are hilarious you keep defending that woman i have watched her for over years and she is a liar and a hypocrite and an obstructionist i like my crumbs she needs people like you to support her though,0,,0,TRUE,are,be,you,,,FALSE,0,non_offensive,0,"[{""src"": ""are"", ""dep"": ""nsubj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""are"", ""dep"": ""acomp"", ""tgt"": ""hilarious"", ""lemma"": ""hilarious""}, {""src"": ""keep"", ""dep"": ""nsubj"", ""tgt"": ""you"", ""lemma"": ""you""}, {""src"": ""are"", ""dep"": ""parataxis"", ""tgt"": ""keep"", ""lemma"": ""keep""}, {""src"": ""keep"", ""dep"": ""xcomp"", ""tgt"": ""defending"", ""lemma"": ""defend""}, {""src"": ""woman"", ""dep"": ""det"", ""tgt"": ""that"", ""lemma"": ""that""}, {""src"": ""defending"", ""dep"": ""dobj"", ""tgt"": ""woman"", ""lemma"": ""woman""}, {""src"": ""watched"", ""dep"": ""nsubj"", ""tgt"": ""i"", ""lemma"": ""i""}, {""src"": ""watched"", ""dep"": ""aux"", ""tgt"": ""have"", ""lemma"": ""have""}, {""src"": ""are"", ""dep"": ""ccomp"", ""tgt"": ""watched"", ""lemma"": ""watch""}, {""src"": ""watched"", ""dep"": ""dobj"", ""tgt"": ""her"", ""lemma"": ""she""}, {""src"": ""watched"", ""dep"": ""prep"", ""tgt"": ""for"", ""lemma"": ""for""}, {""src"": ""years"", ""dep"": ""nmod"", ""tgt"": ""over"", ""lemma"": ""over""}, {""src"": ""for"", ""dep"": ""pobj"", ""tgt"": ""years"", ""lemma"": ""year""}, {""src"": ""are"", ""dep"": ""cc"", ""tgt"": ""and"", ""lemma"": ""and""}]"
i am being unfairly blocked for protesting in defense of having helpful complied contributions made being deleted by an individual with lack of reasoning i believe this case should be examined by an unbiased party and the editor v smith reviewed for his unjust and haste reaction without providing an explanation first,0,I am being unfairly blocked for protesting in defense of having helpful complied contributions made being deleted by an individual with lack of reasoning. I believe this case should be examined by an unbiased party and the editor V. Smith reviewed for his unjust and haste reaction without providing an explanation first.,i am being unfairly blocked for protesting in defense of having helpful complied contributions made being deleted by an individual with lack of reasoning i believe this case should be examined by an unbiased party and the editor v smith reviewed for his unjust and haste reaction without providing an explanation first,0,,0,TRUE,blocked,block,i,,,FALSE,0,non_offensive,0,"[{""src"": ""blocked"", ""dep"": ""nsubjpass"", ""tgt"": ""i"", ""lemma"": ""i""}, {""src"": ""blocked"", ""dep"": ""aux"", ""tgt"": ""am"", ""lemma"": ""be""}, {""src"": ""blocked"", ""dep"": ""auxpass"", ""tgt"": ""being"", ""lemma"": ""be""}, {""src"": ""blocked"", ""dep"": ""advmod"", ""tgt"": ""unfairly"", ""lemma"": ""unfairly""}, {""src"": ""blocked"", ""dep"": ""prep"", ""tgt"": ""for"", ""lemma"": ""for""}, {""src"": ""for"", ""dep"": ""pcomp"", ""tgt"": ""protesting"", ""lemma"": ""protest""}, {""src"": ""protesting"", ""dep"": ""prep"", ""tgt"": ""in"", ""lemma"": ""in""}, {""src"": ""in"", ""dep"": ""pobj"", ""tgt"": ""defense"", ""lemma"": ""defense""}, {""src"": ""defense"", ""dep"": ""prep"", ""tgt"": ""of"", ""lemma"": ""of""}, {""src"": ""of"", ""dep"": ""pcomp"", ""tgt"": ""having"", ""lemma"": ""have""}, {""src"": ""contributions"", ""dep"": ""amod"", ""tgt"": ""helpful"", ""lemma"": ""helpful""}, {""src"": ""contributions"", ""dep"": ""amod"", ""tgt"": ""complied"", ""lemma"": ""comply""}, {""src"": ""having"", ""dep"": ""dobj"", ""tgt"": ""contributions"", ""lemma"": ""contribution""}, {""src"": ""contributions"", ""dep"": ""acl"", ""tgt"": ""made"", ""lemma"": ""make""}, {""src"": ""deleted"", ""dep"": ""auxpass"", ""tgt"": ""being"", ""lemma"": ""be""}]"
